sector_code,municipality_name,municipality_code,sector_situation,MR_name,sector_type,avg_income,total_households,piped_water,well_spring_water,stored_rainwater,other_water_source,private_bathroom,bathroom_sewerage,bathroom_septic_tank,bathroom_cesspit,bathroom_ditch,bathroom_waterbodies,bathroom_other
150140267000017,BELÉM,1501402,urban,Metropolitan Region of Belém,0,559,529,459,58,0,12,494,8,21,430,30,0,5
150140267000018,BELÉM,1501402,urban,Metropolitan Region of Belém,0,784,305,286,18,0,1,304,114,96,91,2,0,1
150140267000019,BELÉM,1501402,urban,Metropolitan Region of Belém,0,956,314,267,43,0,4,312,11,186,108,6,0,1
150140267000020,BELÉM,1501402,urban,Metropolitan Region of Belém,0,613,369,292,72,0,5,367,10,319,38,0,0,0
150140267000030,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1050,392,283,105,0,4,391,18,228,123,13,8,1
150140267000035,BELÉM,1501402,urban,Metropolitan Region of Belém,1,675,236,112,116,0,8,236,3,0,228,5,0,0
150140275000001,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2168,165,156,9,0,0,165,11,152,1,1,0,0
150140275000002,BELÉM,1501402,urban,Metropolitan Region of Belém,1,3192,296,268,27,0,1,296,162,111,22,1,0,0
150140275000003,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2738,281,271,10,0,0,281,175,100,6,0,0,0
150140275000004,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1391,263,240,22,0,1,263,150,106,7,0,0,0
150140275000005,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1199,294,293,1,0,0,294,255,12,15,12,0,0
150140275000006,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1261,285,282,3,0,0,285,190,85,10,0,0,0
150140275000007,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1787,299,223,32,0,44,299,195,104,0,0,0,0
150140275000008,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1319,249,240,9,0,0,249,164,83,1,1,0,0
150140275000009,BELÉM,1501402,urban,Metropolitan Region of Belém,1,903,108,108,0,0,0,108,101,0,6,1,0,0
150140275000010,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1269,144,139,5,0,0,144,131,10,3,0,0,0
150140275000011,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1514,227,201,25,0,1,226,176,43,6,0,0,1
150140275000012,BELÉM,1501402,urban,Metropolitan Region of Belém,0,867,291,289,2,0,0,291,260,25,2,4,0,0
150140275000013,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1207,253,253,0,0,0,253,250,3,0,0,0,0
150140275000014,BELÉM,1501402,urban,Metropolitan Region of Belém,0,696,277,276,1,0,0,277,206,71,0,0,0,0
150140275000015,BELÉM,1501402,urban,Metropolitan Region of Belém,0,880,315,309,4,0,2,314,132,176,4,2,0,0
150140275000016,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1423,224,189,32,0,3,224,198,17,7,0,0,2
150140275000017,BELÉM,1501402,urban,Metropolitan Region of Belém,0,831,194,182,10,0,2,187,51,44,22,66,0,4
150140275000018,BELÉM,1501402,urban,Metropolitan Region of Belém,0,2186,246,200,46,0,0,246,186,60,0,0,0,0
150140275000019,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1147,145,139,6,0,0,144,131,2,11,0,0,0
150140275000020,BELÉM,1501402,urban,Metropolitan Region of Belém,0,971,237,236,0,0,1,231,97,0,134,0,0,0
150140275000021,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1361,348,346,2,0,0,348,212,7,76,53,0,0
150140275000022,BELÉM,1501402,urban,Metropolitan Region of Belém,0,928,283,283,0,0,0,271,181,16,1,73,0,0
150140275000023,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1748,378,360,17,0,1,376,248,12,111,4,1,0
150140275000024,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2122,149,148,1,0,0,149,105,43,1,0,0,0
150140275000025,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1157,278,276,2,0,0,278,126,123,0,9,20,0
150140275000026,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1310,395,362,31,0,2,390,171,94,124,0,0,1
150140275000027,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1297,129,121,8,0,0,129,108,19,1,1,0,0
150140275000028,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1080,441,410,31,0,0,441,240,160,40,0,1,0
150140275000029,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1074,175,172,3,0,0,175,174,1,0,0,0,0
150140275000030,BELÉM,1501402,urban,Metropolitan Region of Belém,1,880,270,269,0,0,1,268,249,18,1,0,0,0
150140275000031,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1303,361,361,0,0,0,355,167,167,20,1,0,0
150140275000032,BELÉM,1501402,urban,Metropolitan Region of Belém,1,3415,259,256,3,0,0,259,199,60,0,0,0,0
150140275000033,BELÉM,1501402,urban,Metropolitan Region of Belém,0,763,278,277,0,0,1,277,77,141,53,0,0,6
150140275000034,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1857,306,298,1,0,7,306,278,9,19,0,0,0
150140275000035,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1170,245,241,4,0,0,245,189,48,8,0,0,0
150140275000036,BELÉM,1501402,urban,Metropolitan Region of Belém,0,925,410,406,4,0,0,410,359,49,2,0,0,0
150140275000037,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2075,220,209,10,0,1,220,120,67,26,7,0,0
150140275000038,BELÉM,1501402,urban,Metropolitan Region of Belém,1,4217,379,140,239,0,0,379,230,139,10,0,0,0
150140275000039,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1604,208,184,24,0,0,207,114,93,0,0,0,0
150140275000040,BELÉM,1501402,urban,Metropolitan Region of Belém,0,802,249,248,1,0,0,249,185,0,63,1,0,0
150140275000041,BELÉM,1501402,urban,Metropolitan Region of Belém,1,810,527,520,1,0,6,520,282,205,14,19,0,0
150140275000042,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2644,260,200,60,0,0,260,150,93,17,0,0,0
150140275000043,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2820,148,113,35,0,0,148,57,71,20,0,0,0
150140275000044,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2094,294,234,60,0,0,294,210,82,0,0,1,1
150140275000045,BELÉM,1501402,urban,Metropolitan Region of Belém,0,986,85,83,1,0,1,84,39,5,3,35,0,2
150140275000046,BELÉM,1501402,urban,Metropolitan Region of Belém,0,2243,174,168,6,0,0,174,137,36,1,0,0,0
150140275000047,BELÉM,1501402,urban,Metropolitan Region of Belém,1,3225,159,44,115,0,0,159,41,112,6,0,0,0
150140275000048,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1904,521,430,90,0,1,521,176,304,41,0,0,0
150140275000049,BELÉM,1501402,urban,Metropolitan Region of Belém,1,939,247,246,0,0,1,245,216,12,7,8,0,2
150140275000050,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1161,247,204,43,0,0,247,214,25,8,0,0,0
150140275000051,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1713,367,300,66,0,1,366,198,153,1,12,0,2
150140275000052,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2417,280,155,125,0,0,280,143,137,0,0,0,0
150140275000053,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2334,270,177,93,0,0,268,79,5,184,0,0,0
150140275000054,BELÉM,1501402,urban,Metropolitan Region of Belém,1,3563,239,133,105,0,1,238,137,80,21,0,0,0
150140275000055,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1888,209,179,30,0,0,209,87,74,15,33,0,0
150140275000056,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1086,209,202,5,0,2,207,116,17,49,23,0,2
150140275000057,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1263,357,307,50,0,0,357,194,1,161,0,0,1
150140275000058,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2510,377,196,179,0,2,377,326,43,8,0,0,0
150140275000059,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1511,213,206,7,0,0,213,99,2,112,0,0,0
150140275000060,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1587,209,199,10,0,0,209,168,39,1,1,0,0
150140275000061,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1426,276,265,11,0,0,276,136,139,1,0,0,0
150140275000062,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1428,307,276,30,0,1,306,196,74,31,5,0,0
150140275000063,BELÉM,1501402,urban,Metropolitan Region of Belém,1,3701,334,178,156,0,0,334,172,130,32,0,0,0
150140275000064,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1882,158,155,3,0,0,158,55,3,100,0,0,0
150140275000065,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1760,166,151,15,0,0,165,81,1,83,0,0,0
150140275000066,BELÉM,1501402,urban,Metropolitan Region of Belém,1,4123,493,387,106,0,0,493,263,226,4,0,0,0
150140275000067,BELÉM,1501402,urban,Metropolitan Region of Belém,1,4081,311,191,120,0,0,311,156,5,148,2,0,0
150140275000068,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1421,531,457,74,0,0,531,243,288,0,0,0,0
150140275000069,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1375,173,160,13,0,0,173,115,58,0,0,0,0
150140275000070,BELÉM,1501402,urban,Metropolitan Region of Belém,1,833,156,134,20,0,2,155,122,33,0,0,0,0
150140275000071,BELÉM,1501402,urban,Metropolitan Region of Belém,1,830,331,307,21,0,3,327,309,16,2,0,0,0
150140275000072,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2005,176,137,37,0,2,176,119,57,0,0,0,0
150140275000073,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1330,197,192,5,0,0,197,157,39,0,0,0,1
150140275000074,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2910,380,236,144,0,0,380,67,211,102,0,0,0
150140275000075,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1782,259,212,47,0,0,259,183,73,2,1,0,0
150140275000076,BELÉM,1501402,urban,Metropolitan Region of Belém,1,690,258,257,1,0,0,258,167,37,42,10,0,2
150140275000077,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1113,171,171,0,0,0,171,163,6,2,0,0,0
150140275000078,BELÉM,1501402,urban,Metropolitan Region of Belém,1,901,309,309,0,0,0,308,51,227,2,28,0,0
150140275000079,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1000,246,241,4,0,1,245,207,38,0,0,0,0
150140275000080,BELÉM,1501402,urban,Metropolitan Region of Belém,0,424,229,225,2,0,2,225,206,5,9,2,0,3
150140275000081,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1446,303,281,20,0,2,303,281,15,1,2,4,0
150140275000082,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2920,249,240,9,0,0,249,130,117,2,0,0,0
150140275000083,BELÉM,1501402,urban,Metropolitan Region of Belém,1,928,185,168,16,0,1,184,73,2,81,20,8,0
150140275000084,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2619,210,88,119,0,3,209,95,97,16,0,0,1
150140275000085,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1725,291,276,13,0,2,291,182,108,1,0,0,0
150140275000086,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1137,336,263,73,0,0,335,219,115,1,0,0,0
150140275000087,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1576,331,312,19,0,0,326,211,33,82,0,0,0
150140275000088,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1278,339,318,21,0,0,339,120,135,84,0,0,0
150140275000089,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1141,256,240,16,0,0,255,246,8,0,1,0,0
150140275000090,BELÉM,1501402,urban,Metropolitan Region of Belém,1,982,286,275,10,0,1,286,157,79,36,8,3,3
150140275000091,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2071,455,440,14,0,1,455,173,216,66,0,0,0
150140275000092,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1577,290,255,32,0,3,289,111,16,159,2,1,0
150140275000093,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1407,120,108,12,0,0,120,38,64,16,2,0,0
150140275000094,BELÉM,1501402,urban,Metropolitan Region of Belém,1,990,147,141,5,0,1,146,143,3,0,0,0,0
150140275000095,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2093,340,333,6,0,1,322,97,211,9,5,0,0
150140275000096,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2436,310,301,9,0,0,310,189,85,36,0,0,0
150140275000097,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1681,363,356,7,0,0,363,264,94,4,1,0,0
150140275000098,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1288,437,405,5,0,27,437,190,243,4,0,0,0
150140275000099,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1322,422,371,51,0,0,417,173,228,13,2,0,1
150140275000100,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1475,196,196,0,0,0,194,142,50,0,2,0,0
150140275000101,BELÉM,1501402,urban,Metropolitan Region of Belém,0,741,250,250,0,0,0,249,236,12,0,1,0,0
150140275000102,BELÉM,1501402,urban,Metropolitan Region of Belém,0,922,150,141,9,0,0,150,129,21,0,0,0,0
150140275000103,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1635,317,288,29,0,0,317,216,100,1,0,0,0
150140275000104,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1795,254,233,20,0,1,253,160,87,2,4,0,0
150140275000105,BELÉM,1501402,urban,Metropolitan Region of Belém,0,967,367,350,14,0,3,358,263,4,52,4,35,0
150140275000106,BELÉM,1501402,urban,Metropolitan Region of Belém,0,728,329,329,0,0,0,329,84,73,34,27,111,0
150140275000107,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1063,371,350,20,0,1,371,100,251,14,6,0,0
150140275000108,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1323,327,316,11,0,0,326,253,66,7,0,0,0
150140275000109,BELÉM,1501402,urban,Metropolitan Region of Belém,0,769,392,391,1,0,0,392,107,114,127,44,0,0
150140275000110,BELÉM,1501402,urban,Metropolitan Region of Belém,0,747,285,282,3,0,0,283,24,256,2,1,0,0
150140275000111,BELÉM,1501402,urban,Metropolitan Region of Belém,0,755,307,306,0,0,1,305,5,299,0,0,0,1
150140275000112,BELÉM,1501402,urban,Metropolitan Region of Belém,0,735,241,235,6,0,0,241,233,7,1,0,0,0
150140275000113,BELÉM,1501402,urban,Metropolitan Region of Belém,0,712,252,247,4,0,1,248,238,8,1,1,0,0
150140275000114,BELÉM,1501402,urban,Metropolitan Region of Belém,0,859,427,424,2,0,1,427,415,2,10,0,0,0
150140275000115,BELÉM,1501402,urban,Metropolitan Region of Belém,0,827,152,149,2,0,1,152,127,7,17,1,0,0
150140275000116,BELÉM,1501402,urban,Metropolitan Region of Belém,0,769,292,291,0,0,1,292,280,5,5,1,0,1
150140275000117,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1555,340,338,2,0,0,340,287,36,12,3,0,2
150140275000118,BELÉM,1501402,urban,Metropolitan Region of Belém,0,916,300,296,4,0,0,300,108,156,24,12,0,0
150140275000119,BELÉM,1501402,urban,Metropolitan Region of Belém,0,845,369,367,2,0,0,369,83,279,7,0,0,0
150140275000120,BELÉM,1501402,urban,Metropolitan Region of Belém,0,694,343,340,1,0,2,342,198,135,2,2,3,2
150140275000121,BELÉM,1501402,urban,Metropolitan Region of Belém,0,590,546,539,6,0,1,538,279,182,57,9,11,0
150140275000122,BELÉM,1501402,urban,Metropolitan Region of Belém,0,646,258,258,0,0,0,256,81,158,15,2,0,0
150140275000123,BELÉM,1501402,urban,Metropolitan Region of Belém,0,387,215,212,0,0,3,214,136,40,30,2,0,6
150140275000124,BELÉM,1501402,urban,Metropolitan Region of Belém,0,522,110,110,0,0,0,110,96,9,1,0,0,4
150140275000125,BELÉM,1501402,urban,Metropolitan Region of Belém,0,876,341,339,2,0,0,341,55,270,10,1,0,5
150140275000126,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1059,330,327,2,0,1,330,9,281,15,5,0,20
150140275000127,BELÉM,1501402,urban,Metropolitan Region of Belém,0,410,169,167,1,0,1,165,109,54,0,2,0,0
150140275000128,BELÉM,1501402,urban,Metropolitan Region of Belém,0,398,155,153,1,0,1,155,62,8,80,5,0,0
150140275000129,BELÉM,1501402,urban,Metropolitan Region of Belém,0,736,165,164,0,0,1,164,53,111,0,0,0,0
150140275000130,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1158,14,14,0,0,0,14,13,1,0,0,0,0
150140275000131,BELÉM,1501402,urban,Metropolitan Region of Belém,0,658,135,130,2,0,3,126,111,12,2,1,0,0
150140275000132,BELÉM,1501402,urban,Metropolitan Region of Belém,0,317,164,163,0,0,1,164,117,43,3,1,0,0
150140275000133,BELÉM,1501402,urban,Metropolitan Region of Belém,0,554,395,395,0,0,0,395,383,11,0,0,1,0
150140275000134,BELÉM,1501402,urban,Metropolitan Region of Belém,0,732,245,241,1,0,3,245,168,75,0,0,0,2
150140275000135,BELÉM,1501402,urban,Metropolitan Region of Belém,0,445,404,404,0,0,0,371,7,308,56,0,0,0
150140275000136,BELÉM,1501402,urban,Metropolitan Region of Belém,0,479,359,341,4,0,14,331,300,9,20,0,0,2
150140275000137,BELÉM,1501402,urban,Metropolitan Region of Belém,0,704,303,297,6,0,0,281,276,5,0,0,0,0
150140275000138,BELÉM,1501402,urban,Metropolitan Region of Belém,0,543,281,272,8,0,1,280,200,71,5,4,0,0
150140275000139,BELÉM,1501402,urban,Metropolitan Region of Belém,0,576,199,190,8,0,1,195,122,3,13,57,0,0
150140275000140,BELÉM,1501402,urban,Metropolitan Region of Belém,0,566,419,413,6,0,0,419,362,29,25,3,0,0
150140275000141,BELÉM,1501402,urban,Metropolitan Region of Belém,0,530,418,415,3,0,0,418,190,1,219,8,0,0
150140275000142,BELÉM,1501402,urban,Metropolitan Region of Belém,0,718,160,151,9,0,0,157,141,14,1,1,0,0
150140275000143,BELÉM,1501402,urban,Metropolitan Region of Belém,0,586,320,317,3,0,0,320,279,9,29,1,0,2
150140275000144,BELÉM,1501402,urban,Metropolitan Region of Belém,0,639,383,375,6,0,2,381,279,60,4,2,0,36
150140275000145,BELÉM,1501402,urban,Metropolitan Region of Belém,0,494,193,178,11,0,4,193,131,60,1,0,0,1
150140275000146,BELÉM,1501402,urban,Metropolitan Region of Belém,0,512,235,224,10,0,1,235,207,23,4,0,0,1
150140275000147,BELÉM,1501402,urban,Metropolitan Region of Belém,0,625,425,425,0,0,0,421,347,66,0,8,0,0
150140275000148,BELÉM,1501402,urban,Metropolitan Region of Belém,0,437,335,333,0,0,2,297,209,30,49,8,0,1
150140275000149,BELÉM,1501402,urban,Metropolitan Region of Belém,0,829,246,244,2,0,0,246,185,56,1,3,0,1
150140275000150,BELÉM,1501402,urban,Metropolitan Region of Belém,0,813,203,198,5,0,0,203,191,7,5,0,0,0
150140275000151,BELÉM,1501402,urban,Metropolitan Region of Belém,0,510,194,190,4,0,0,192,185,7,0,0,0,0
150140275000152,BELÉM,1501402,urban,Metropolitan Region of Belém,0,867,114,105,7,0,2,114,53,30,7,24,0,0
150140275000153,BELÉM,1501402,urban,Metropolitan Region of Belém,0,627,409,402,4,0,3,409,9,146,3,251,0,0
150140275000154,BELÉM,1501402,urban,Metropolitan Region of Belém,0,662,143,142,1,0,0,143,82,1,60,0,0,0
150140275000155,BELÉM,1501402,urban,Metropolitan Region of Belém,0,847,289,287,0,0,2,287,220,61,2,3,0,1
150140275000156,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2711,185,160,24,0,1,185,40,144,1,0,0,0
150140275000157,BELÉM,1501402,urban,Metropolitan Region of Belém,0,747,370,368,1,1,0,368,333,27,3,4,1,0
150140275000158,BELÉM,1501402,urban,Metropolitan Region of Belém,0,920,139,138,1,0,0,138,133,5,0,0,0,0
150140275000159,BELÉM,1501402,urban,Metropolitan Region of Belém,0,800,365,364,0,0,1,365,315,48,2,0,0,0
150140275000160,BELÉM,1501402,urban,Metropolitan Region of Belém,0,848,239,239,0,0,0,239,4,4,231,0,0,0
150140275000161,BELÉM,1501402,urban,Metropolitan Region of Belém,0,483,151,151,0,0,0,150,149,1,0,0,0,0
150140275000162,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1376,408,407,0,0,1,408,211,197,0,0,0,0
150140275000163,BELÉM,1501402,urban,Metropolitan Region of Belém,0,730,245,240,4,0,1,245,219,20,4,0,0,2
150140275000164,BELÉM,1501402,urban,Metropolitan Region of Belém,0,889,188,183,5,0,0,186,153,30,3,0,0,0
150140275000165,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1839,340,289,51,0,0,340,179,52,107,2,0,0
150140275000166,BELÉM,1501402,urban,Metropolitan Region of Belém,0,871,308,288,16,0,4,306,105,197,4,0,0,0
150140275000167,BELÉM,1501402,urban,Metropolitan Region of Belém,0,532,205,203,2,0,0,167,162,5,0,0,0,0
150140275000168,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1006,125,123,1,0,1,124,84,35,4,1,0,0
150140275000169,BELÉM,1501402,urban,Metropolitan Region of Belém,1,964,244,198,46,0,0,244,142,99,3,0,0,0
150140275000170,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1178,292,272,20,0,0,292,249,43,0,0,0,0
150140275000171,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1154,399,384,15,0,0,398,316,35,44,2,0,1
150140275000172,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1435,170,143,27,0,0,170,84,12,72,1,0,1
150140275000173,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1181,289,278,7,0,4,286,208,78,0,0,0,0
150140275000174,BELÉM,1501402,urban,Metropolitan Region of Belém,1,767,164,164,0,0,0,164,163,1,0,0,0,0
150140275000175,BELÉM,1501402,urban,Metropolitan Region of Belém,0,723,302,293,6,0,3,302,229,2,65,0,0,6
150140275000176,BELÉM,1501402,urban,Metropolitan Region of Belém,0,832,201,189,11,0,1,199,79,12,101,4,1,2
150140275000177,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1086,376,322,53,0,1,375,177,157,37,4,0,0
150140275000178,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1348,282,251,29,0,2,281,105,139,33,1,0,3
150140275000179,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1204,219,194,25,0,0,219,123,93,3,0,0,0
150140275000180,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1038,179,148,29,0,2,179,118,61,0,0,0,0
150140275000181,BELÉM,1501402,urban,Metropolitan Region of Belém,1,574,330,303,23,0,4,327,294,0,31,2,0,0
150140275000182,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1219,194,157,36,0,1,194,106,74,14,0,0,0
150140275000183,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1028,276,230,36,0,10,271,116,63,91,0,0,1
150140275000184,BELÉM,1501402,urban,Metropolitan Region of Belém,0,667,409,404,2,0,3,407,195,3,184,25,0,0
150140275000185,BELÉM,1501402,urban,Metropolitan Region of Belém,0,703,192,181,7,0,4,186,97,65,22,1,0,1
150140275000186,BELÉM,1501402,urban,Metropolitan Region of Belém,0,715,303,292,11,0,0,303,20,270,9,4,0,0
150140275000187,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1045,226,196,29,0,1,226,158,66,2,0,0,0
150140275000188,BELÉM,1501402,urban,Metropolitan Region of Belém,0,580,297,290,6,0,1,297,70,157,66,4,0,0
150140275000189,BELÉM,1501402,urban,Metropolitan Region of Belém,0,624,150,144,4,0,2,147,90,0,56,1,0,0
150140275000190,BELÉM,1501402,urban,Metropolitan Region of Belém,0,693,321,320,1,0,0,317,207,63,7,37,1,2
150140275000191,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1297,139,122,10,0,7,137,73,60,1,1,2,0
150140275000192,BELÉM,1501402,urban,Metropolitan Region of Belém,0,453,216,211,2,0,3,216,37,39,53,84,3,0
150140275000193,BELÉM,1501402,urban,Metropolitan Region of Belém,0,705,403,332,67,0,4,399,31,209,64,94,0,1
150140275000194,BELÉM,1501402,urban,Metropolitan Region of Belém,0,788,354,290,56,0,8,347,16,183,89,14,0,45
150140275000195,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1336,602,416,182,0,4,598,121,247,223,6,0,1
150140275000196,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1276,389,374,15,0,0,388,53,328,6,0,0,1
150140275000197,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1412,258,257,1,0,0,258,26,225,5,2,0,0
150140275000198,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1445,283,281,2,0,0,282,35,238,5,1,2,1
150140275000199,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1081,161,161,0,0,0,161,55,105,0,1,0,0
150140275000200,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1120,277,277,0,0,0,277,48,227,0,1,0,1
150140275000201,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1228,360,354,6,0,0,360,28,293,39,0,0,0
150140275000202,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1149,392,355,37,0,0,388,55,332,1,0,0,0
150140275000203,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1046,252,179,66,0,7,252,17,2,233,0,0,0
150140275000204,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1245,185,160,25,0,0,185,8,139,36,0,0,2
150140275000205,BELÉM,1501402,urban,Metropolitan Region of Belém,0,949,239,188,51,0,0,239,5,0,234,0,0,0
150140275000206,BELÉM,1501402,urban,Metropolitan Region of Belém,0,950,380,262,118,0,0,380,62,9,308,0,0,1
150140275000207,BELÉM,1501402,urban,Metropolitan Region of Belém,0,601,774,765,7,0,2,766,293,30,189,93,0,161
150140275000208,BELÉM,1501402,urban,Metropolitan Region of Belém,0,678,297,220,73,0,4,295,18,1,211,64,0,1
150140275000209,BELÉM,1501402,urban,Metropolitan Region of Belém,0,556,299,298,1,0,0,298,181,95,9,12,0,1
150140275000210,BELÉM,1501402,urban,Metropolitan Region of Belém,0,598,310,298,12,0,0,305,252,23,16,14,0,0
150140275000211,BELÉM,1501402,urban,Metropolitan Region of Belém,1,2259,293,165,128,0,0,293,135,43,114,0,1,0
150140275000212,BELÉM,1501402,urban,Metropolitan Region of Belém,0,917,498,465,33,0,0,498,177,296,3,22,0,0
150140275000213,BELÉM,1501402,urban,Metropolitan Region of Belém,0,662,220,220,0,0,0,220,219,0,1,0,0,0
150140275000214,BELÉM,1501402,urban,Metropolitan Region of Belém,0,1110,81,67,12,0,2,76,21,2,40,13,0,0
150140275000215,BELÉM,1501402,urban,Metropolitan Region of Belém,1,664,344,336,2,0,6,342,108,2,232,0,0,0
150140275000216,BELÉM,1501402,urban,Metropolitan Region of Belém,1,896,403,354,49,0,0,403,342,58,3,0,0,0
150140275000217,BELÉM,1501402,urban,Metropolitan Region of Belém,1,784,428,416,12,0,0,427,69,274,83,0,0,1
150140275000218,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1007,422,399,22,0,1,422,181,2,239,0,0,0
150140275000219,BELÉM,1501402,urban,Metropolitan Region of Belém,1,517,326,316,10,0,0,326,111,210,2,3,0,0
150140275000220,BELÉM,1501402,urban,Metropolitan Region of Belém,1,928,446,427,19,0,0,444,80,262,102,0,0,0
150140275000221,BELÉM,1501402,urban,Metropolitan Region of Belém,0,795,279,276,1,0,2,272,160,95,8,5,0,4
150140275000222,BELÉM,1501402,urban,Metropolitan Region of Belém,1,1224,257,252,5,0,0,257,171,82,3,0,1,0
150140275000223,BELÉM,1501402,urban,Metropolitan Region of Belém,0,649,153,152,1,0,0,153,40,99,10,3,0,1
