"";"sector_code";"municipality_name";"municipality_code";"sector_situation";"MR_name";"sector_type";"V005_bas";"V002_h01";"V012_h01";"V013_h01";"V014_h01";"V015_h01";"V016_h01";"V017_h01";"V018_h01";"V019_h01";"V020_h01";"V021_h01";"V022_h01";"V002_h02"
"1629";"150140275000084";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2619,76;210;88;119;0;3;209;95;97;16;0;0;1;626
"1630";"150140275000085";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1725,49;291;276;13;0;2;291;182;108;1;0;0;0;1160
"1631";"150140275000086";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1137,23;336;263;73;0;0;335;219;115;1;0;0;0;1369
"1632";"150140275000087";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1576,53;331;312;19;0;0;326;211;33;82;0;0;0;1318
"1633";"150140275000088";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1278,48;339;318;21;0;0;339;120;135;84;0;0;0;1273
"1634";"150140275000089";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1141,52;256;240;16;0;0;255;246;8;0;1;0;0;893
"1635";"150140275000090";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";982,76;286;275;10;0;1;286;157;79;36;8;3;3;1080
"1636";"150140275000091";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2071,3;455;440;14;0;1;455;173;216;66;0;0;0;1769
"1637";"150140275000092";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1577,23;290;255;32;0;3;289;111;16;159;2;1;0;1126
"1638";"150140275000093";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1407,9;120;108;12;0;0;120;38;64;16;2;0;0;469
"1639";"150140275000094";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";990,78;147;141;5;0;1;146;143;3;0;0;0;0;581
"1640";"150140275000095";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2093,86;340;333;6;0;1;322;97;211;9;5;0;0;1230
"1641";"150140275000096";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2436,82;310;301;9;0;0;310;189;85;36;0;0;0;1166
"1642";"150140275000097";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1681,53;363;356;7;0;0;363;264;94;4;1;0;0;1414
"1643";"150140275000098";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1288,75;437;405;5;0;27;437;190;243;4;0;0;0;1887
"1644";"150140275000099";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1322,11;422;371;51;0;0;417;173;228;13;2;0;1;1568
"1645";"150140275000100";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1475,9;196;196;0;0;0;194;142;50;0;2;0;0;754
"1646";"150140275000101";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";741,24;250;250;0;0;0;249;236;12;0;1;0;0;999
"1647";"150140275000102";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";922,24;150;141;9;0;0;150;129;21;0;0;0;0;606
"1648";"150140275000103";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1635,26;317;288;29;0;0;317;216;100;1;0;0;0;1298
"1649";"150140275000104";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1795,13;254;233;20;0;1;253;160;87;2;4;0;0;1026
"1650";"150140275000105";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";967,53;367;350;14;0;3;358;263;4;52;4;35;0;1549
"1651";"150140275000106";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";728,72;329;329;0;0;0;329;84;73;34;27;111;0;1327
"1652";"150140275000107";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1063,3;371;350;20;0;1;371;100;251;14;6;0;0;1529
"1653";"150140275000108";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1323,52;327;316;11;0;0;326;253;66;7;0;0;0;1319
"1654";"150140275000109";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";769,89;392;391;1;0;0;392;107;114;127;44;0;0;1895
"1655";"150140275000110";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";747,22;285;282;3;0;0;283;24;256;2;1;0;0;1126
"1656";"150140275000111";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";755,96;307;306;0;0;1;305;5;299;0;0;0;1;1182
"1657";"150140275000112";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";735,57;241;235;6;0;0;241;233;7;1;0;0;0;935
"1658";"150140275000113";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";712,44;252;247;4;0;1;248;238;8;1;1;0;0;957
"1659";"150140275000114";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";859,45;427;424;2;0;1;427;415;2;10;0;0;0;1502
"1660";"150140275000115";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";827,74;152;149;2;0;1;152;127;7;17;1;0;0;622
"1661";"150140275000116";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";769,4;292;291;0;0;1;292;280;5;5;1;0;1;1246
"1662";"150140275000117";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1555,18;340;338;2;0;0;340;287;36;12;3;0;2;1403
"1663";"150140275000118";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";916,18;300;296;4;0;0;300;108;156;24;12;0;0;1224
"1664";"150140275000119";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";845,17;369;367;2;0;0;369;83;279;7;0;0;0;1400
"1665";"150140275000120";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";694,86;343;340;1;0;2;342;198;135;2;2;3;2;1495
"1666";"150140275000121";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";590,96;546;539;6;0;1;538;279;182;57;9;11;0;2176
"1667";"150140275000122";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";646,36;258;258;0;0;0;256;81;158;15;2;0;0;1101
"1668";"150140275000123";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";387,86;215;212;0;0;3;214;136;40;30;2;0;6;936
"1669";"150140275000124";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";522,27;110;110;0;0;0;110;96;9;1;0;0;4;480
"1670";"150140275000125";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";876,29;341;339;2;0;0;341;55;270;10;1;0;5;1549
"1671";"150140275000126";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1059,79;330;327;2;0;1;330;9;281;15;5;0;20;1337
"1672";"150140275000127";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";410,07;169;167;1;0;1;165;109;54;0;2;0;0;758
"1673";"150140275000128";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";398,28;155;153;1;0;1;155;62;8;80;5;0;0;647
"1674";"150140275000129";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";736,33;165;164;0;0;1;164;53;111;0;0;0;0;783
"1675";"150140275000130";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1158,29;14;14;0;0;0;14;13;1;0;0;0;0;81
"1676";"150140275000131";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";658,17;135;130;2;0;3;126;111;12;2;1;0;0;595
"1677";"150140275000132";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";317,14;164;163;0;0;1;164;117;43;3;1;0;0;625
"1678";"150140275000133";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";554,87;395;395;0;0;0;395;383;11;0;0;1;0;1713
"1679";"150140275000134";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";732,76;245;241;1;0;3;245;168;75;0;0;0;2;1130
"1680";"150140275000135";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";445,89;404;404;0;0;0;371;7;308;56;0;0;0;1530
"1681";"150140275000136";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";479,44;359;341;4;0;14;331;300;9;20;0;0;2;1532
"1682";"150140275000137";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";704,79;303;297;6;0;0;281;276;5;0;0;0;0;1304
"1683";"150140275000138";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";543,93;281;272;8;0;1;280;200;71;5;4;0;0;1165
"1684";"150140275000139";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";576,88;199;190;8;0;1;195;122;3;13;57;0;0;914
"1685";"150140275000140";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";566,1;419;413;6;0;0;419;362;29;25;3;0;0;1691
"1686";"150140275000141";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";530,67;418;415;3;0;0;418;190;1;219;8;0;0;1657
"1687";"150140275000142";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";718,53;160;151;9;0;0;157;141;14;1;1;0;0;613
"1688";"150140275000143";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";586,88;320;317;3;0;0;320;279;9;29;1;0;2;1286
"1689";"150140275000144";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";639,75;383;375;6;0;2;381;279;60;4;2;0;36;1465
"1690";"150140275000145";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";494,62;193;178;11;0;4;193;131;60;1;0;0;1;721
"1691";"150140275000146";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";512,4;235;224;10;0;1;235;207;23;4;0;0;1;937
"1692";"150140275000147";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";625,34;425;425;0;0;0;421;347;66;0;8;0;0;1770
"1693";"150140275000148";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";437,38;335;333;0;0;2;297;209;30;49;8;0;1;1393
"1694";"150140275000149";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";829,25;246;244;2;0;0;246;185;56;1;3;0;1;843
"1695";"150140275000150";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";813,25;203;198;5;0;0;203;191;7;5;0;0;0;767
"1696";"150140275000151";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";510,41;194;190;4;0;0;192;185;7;0;0;0;0;770
"1697";"150140275000152";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";867,03;114;105;7;0;2;114;53;30;7;24;0;0;550
"1698";"150140275000153";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";627,77;409;402;4;0;3;409;9;146;3;251;0;0;1662
"1699";"150140275000154";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";662,6;143;142;1;0;0;143;82;1;60;0;0;0;644
"1700";"150140275000155";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";847,64;289;287;0;0;2;287;220;61;2;3;0;1;1155
"1701";"150140275000156";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2711,46;185;160;24;0;1;185;40;144;1;0;0;0;763
"1702";"150140275000157";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";747,39;370;368;1;1;0;368;333;27;3;4;1;0;1497
"1703";"150140275000158";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";920,98;139;138;1;0;0;138;133;5;0;0;0;0;543
"1704";"150140275000159";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";800,33;365;364;0;0;1;365;315;48;2;0;0;0;1432
"1705";"150140275000160";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";848,99;239;239;0;0;0;239;4;4;231;0;0;0;939
"1706";"150140275000161";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";483,38;151;151;0;0;0;150;149;1;0;0;0;0;589
"1707";"150140275000162";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1376,94;408;407;0;0;1;408;211;197;0;0;0;0;1444
"1708";"150140275000163";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";730,27;245;240;4;0;1;245;219;20;4;0;0;2;1043
"1709";"150140275000164";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";889,02;188;183;5;0;0;186;153;30;3;0;0;0;694
"1710";"150140275000165";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1839,27;340;289;51;0;0;340;179;52;107;2;0;0;1288
"1711";"150140275000166";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";871,46;308;288;16;0;4;306;105;197;4;0;0;0;1215
"1712";"150140275000167";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";532,72;205;203;2;0;0;167;162;5;0;0;0;0;799
"1713";"150140275000168";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1006,49;125;123;1;0;1;124;84;35;4;1;0;0;529
"1714";"150140275000169";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";964,18;244;198;46;0;0;244;142;99;3;0;0;0;916
"1715";"150140275000170";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1178,69;292;272;20;0;0;292;249;43;0;0;0;0;1007
"1716";"150140275000171";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1154,67;399;384;15;0;0;398;316;35;44;2;0;1;1473
"1717";"150140275000172";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1435,8;170;143;27;0;0;170;84;12;72;1;0;1;615
"1718";"150140275000173";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1181,01;289;278;7;0;4;286;208;78;0;0;0;0;1165
"1719";"150140275000174";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";767,73;164;164;0;0;0;164;163;1;0;0;0;0;657
"1720";"150140275000175";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";723,54;302;293;6;0;3;302;229;2;65;0;0;6;1124
"1721";"150140275000176";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";832,02;201;189;11;0;1;199;79;12;101;4;1;2;803
"1722";"150140275000177";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1086,18;376;322;53;0;1;375;177;157;37;4;0;0;1454
"1723";"150140275000178";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1348,13;282;251;29;0;2;281;105;139;33;1;0;3;1014
"1724";"150140275000179";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1204,09;219;194;25;0;0;219;123;93;3;0;0;0;735
"1725";"150140275000180";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1038,87;179;148;29;0;2;179;118;61;0;0;0;0;701
"1726";"150140275000181";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";574,05;330;303;23;0;4;327;294;0;31;2;0;0;1245
"1727";"150140275000182";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1219,01;194;157;36;0;1;194;106;74;14;0;0;0;713
"1728";"150140275000183";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1028,66;276;230;36;0;10;271;116;63;91;0;0;1;1060
"1729";"150140275000184";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";667,07;409;404;2;0;3;407;195;3;184;25;0;0;1490
"1730";"150140275000185";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";703,81;192;181;7;0;4;186;97;65;22;1;0;1;819
"1731";"150140275000186";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";715,89;303;292;11;0;0;303;20;270;9;4;0;0;1113
"1732";"150140275000187";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1045,15;226;196;29;0;1;226;158;66;2;0;0;0;822
"1733";"150140275000188";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";580,86;297;290;6;0;1;297;70;157;66;4;0;0;1244
"1734";"150140275000189";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";624,53;150;144;4;0;2;147;90;0;56;1;0;0;586
"1735";"150140275000190";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";693,84;321;320;1;0;0;317;207;63;7;37;1;2;1286
"1736";"150140275000191";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1297,34;139;122;10;0;7;137;73;60;1;1;2;0;515
"1737";"150140275000192";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";453,3;216;211;2;0;3;216;37;39;53;84;3;0;981
"1738";"150140275000193";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";705,17;403;332;67;0;4;399;31;209;64;94;0;1;1609
"1739";"150140275000194";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";788,19;354;290;56;0;8;347;16;183;89;14;0;45;1334
"1740";"150140275000195";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1336,95;602;416;182;0;4;598;121;247;223;6;0;1;2402
"1741";"150140275000196";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1276,97;389;374;15;0;0;388;53;328;6;0;0;1;1522
"1742";"150140275000197";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1412,97;258;257;1;0;0;258;26;225;5;2;0;0;970
"1743";"150140275000198";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1445,35;283;281;2;0;0;282;35;238;5;1;2;1;1004
"1744";"150140275000199";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1081,24;161;161;0;0;0;161;55;105;0;1;0;0;675
"1745";"150140275000200";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1120,27;277;277;0;0;0;277;48;227;0;1;0;1;1043
"1746";"150140275000201";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1228,52;360;354;6;0;0;360;28;293;39;0;0;0;1439
"1747";"150140275000202";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1149,45;392;355;37;0;0;388;55;332;1;0;0;0;1556
"1748";"150140275000203";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1046,34;252;179;66;0;7;252;17;2;233;0;0;0;1055
"1749";"150140275000204";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1245,19;185;160;25;0;0;185;8;139;36;0;0;2;784
"1750";"150140275000205";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";949,67;239;188;51;0;0;239;5;0;234;0;0;0;919
"1751";"150140275000206";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";950,99;380;262;118;0;0;380;62;9;308;0;0;1;1478
"1752";"150140275000207";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";601,25;774;765;7;0;2;766;293;30;189;93;0;161;3141
"1753";"150140275000208";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";678,42;297;220;73;0;4;295;18;1;211;64;0;1;1170
"1754";"150140275000209";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";556,31;299;298;1;0;0;298;181;95;9;12;0;1;1128
"1755";"150140275000210";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";598,4;310;298;12;0;0;305;252;23;16;14;0;0;1276
"1756";"150140275000211";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";2259,23;293;165;128;0;0;293;135;43;114;0;1;0;1069
"1757";"150140275000212";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";917,81;498;465;33;0;0;498;177;296;3;22;0;0;1803
"1758";"150140275000213";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";662,67;220;220;0;0;0;220;219;0;1;0;0;0;922
"1759";"150140275000214";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1110,43;81;67;12;0;2;76;21;2;40;13;0;0;283
"1760";"150140275000215";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";664,61;344;336;2;0;6;342;108;2;232;0;0;0;1387
"1761";"150140275000216";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";896,99;403;354;49;0;0;403;342;58;3;0;0;0;1670
"1762";"150140275000217";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";784,11;428;416;12;0;0;427;69;274;83;0;0;1;1729
"1763";"150140275000218";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1007,19;422;399;22;0;1;422;181;2;239;0;0;0;1601
"1764";"150140275000219";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";517,98;326;316;10;0;0;326;111;210;2;3;0;0;1258
"1765";"150140275000220";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";928,06;446;427;19;0;0;444;80;262;102;0;0;0;1719
"1766";"150140275000221";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";795,36;279;276;1;0;2;272;160;95;8;5;0;4;1116
"1767";"150140275000222";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1224,65;257;252;5;0;0;257;171;82;3;0;1;0;1052
"1768";"150140275000223";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";649,56;153;152;1;0;0;153;40;99;10;3;0;1;623
"1769";"150140275000224";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";598,91;351;335;16;0;0;349;132;144;15;55;0;3;1486
"1770";"150140275000225";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";455,91;293;254;0;0;39;287;3;7;121;115;0;41;1224
"1771";"150140275000226";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";920,53;296;260;33;1;2;291;11;161;32;84;0;3;1273
"1772";"150140275000227";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";1191,34;289;283;6;0;0;289;70;216;2;0;0;1;1120
"1773";"150140275000228";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";696,32;373;326;46;0;1;365;92;3;153;116;1;0;1414
"1774";"150140275000229";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";978,92;213;197;14;0;2;212;170;23;17;0;0;2;875
"1775";"150140275000230";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";5389,13;218;211;7;0;0;218;77;139;2;0;0;0;516
"1776";"150140275000231";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";1135,55;221;209;11;0;1;220;108;15;58;33;0;6;880
"1777";"150140275000232";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";820,72;174;166;7;0;1;168;153;3;7;1;1;3;706
"1778";"150140275000233";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";684,78;245;239;6;0;0;244;220;6;7;0;0;11;985
"1779";"150140275000234";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";724,42;345;336;9;0;0;345;244;6;87;6;1;1;1307
"1780";"150140275000235";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"slum";814,82;185;134;51;0;0;185;169;16;0;0;0;0;649
"1781";"150140275000236";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";3501,81;170;163;7;0;0;170;59;94;17;0;0;0;579
"1782";"150140275000237";"BELÉM";"1501402";"1";"Metropolitan Region of Belém";"not_slum";4613,62;387;41;346;0;0;387;139;4;244;0;0;0;1242
"1783";"150150105000001";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";1857,87;217;183;34;0;0;215;10;88;115;2;0;0;782
"1784";"150150105000002";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";1028,39;289;260;26;0;3;285;2;11;272;0;0;0;1086
"1785";"150150105000003";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";679,91;240;235;5;0;0;232;1;3;226;1;0;1;895
"1786";"150150105000004";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";1037,03;364;363;1;0;0;364;24;0;339;1;0;0;1495
"1787";"150150105000005";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";1215,86;180;161;19;0;0;178;1;9;157;9;0;2;699
"1788";"150150105000006";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";837,14;186;182;4;0;0;181;2;130;4;44;1;0;765
"1789";"150150105000007";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";906,12;213;194;17;0;2;213;10;105;86;10;0;2;752
"1790";"150150105000008";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";795,71;383;347;35;0;1;379;7;16;347;7;1;1;1491
"1791";"150150105000009";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";1287,29;347;320;26;0;1;347;3;10;330;0;0;4;1298
"1792";"150150105000010";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";919,76;302;276;26;0;0;302;2;300;0;0;0;0;1146
"1793";"150150105000011";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";452,64;366;356;9;0;1;348;5;0;326;0;0;17;1414
"1794";"150150105000012";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";392,73;186;175;7;0;4;183;1;9;157;16;0;0;808
"1795";"150150105000013";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";743,46;275;255;17;0;3;269;0;50;209;0;0;10;966
"1796";"150150105000014";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";589,47;287;216;57;0;14;286;0;4;256;26;0;0;1139
"1797";"150150105000015";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";679,26;432;390;17;0;25;415;0;0;392;0;0;23;1674
"1798";"150150105000020";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";660,74;228;214;14;0;0;226;2;3;213;8;0;0;844
"1799";"150150105000021";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";762,15;239;226;13;0;0;235;1;4;222;8;0;0;913
"1800";"150150105000022";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";579,94;156;152;3;0;1;148;29;110;2;4;0;3;562
"1801";"150150105000023";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";830,25;159;156;3;0;0;159;7;0;150;2;0;0;576
"1802";"150150105000024";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";591,93;403;362;29;0;12;376;0;2;365;9;0;0;1531
"1803";"150150105000025";"BENEVIDES";"1501501";"2";"Metropolitan Region of Belém";"not_slum";810,99;195;53;115;0;27;189;0;179;6;0;0;4;765
"1804";"150150105000026";"BENEVIDES";"1501501";"2";"Metropolitan Region of Belém";"not_slum";357,46;230;207;15;0;8;209;1;0;204;2;0;2;927
"1805";"150150105000027";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";522,04;312;301;10;0;1;309;3;0;294;12;0;0;1117
"1806";"150150105000028";"BENEVIDES";"1501501";"2";"Metropolitan Region of Belém";"not_slum";649,33;243;220;22;0;1;239;4;3;211;15;0;6;959
"1807";"150150105000029";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"slum";518,28;161;6;71;0;84;103;7;2;49;28;0;17;561
"1808";"150150105000030";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";360,08;59;50;9;0;0;55;2;38;13;0;0;2;239
"1809";"150150105000031";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"slum";370,03;63;1;35;0;27;55;2;0;10;41;0;2;204
"1810";"150150105000032";"BENEVIDES";"1501501";"1";"Metropolitan Region of Belém";"not_slum";1192,5;111;7;82;0;22;110;0;68;42;0;0;0;378
